,level_0,index,Unnamed: 0,text,rating,time_created,Name,sentiment
298,298,0,0,"4 - brisket
3 - Mac n cheese
4 - pork
5 - ribs
2.5 - Sauce, Midas Touch
3 - Sauce, Sweet Cady
4 - Sauce, Zoo Tang
4 - turkey

All meats tasted perfectly...",5,2021-06-28 17:04:32,Mike W.,Good
299,299,1,1,"What a letdown. If I was going to open a lunch lady BBQ place, this would be close to that. Over priced no doubt. I will say they've got good beans. The...",2,2021-11-17 15:07:59,Adam B.,Bad
300,300,2,2,I was told this place was amazing.. stop by and they were pretty much almost out of everything by the time I got there. I would say I was not impressed with...,3,2021-10-02 15:50:25,Andrea L.,Bad
301,301,0,0,"Quite a delicious pizza experience.  I ordered a custom job with Pepperoni, Sausage, Artichoke Hearts, Black Olives, Garlic, Ricotta and Red Sauce......",5,2020-06-24 19:05:55,Shem I.,Good
302,302,1,1,"Love the pizza, fantastic, but tried to place an order at 9:10 with the website saying they close at 9:40, and was told they could no longer accept my...",1,2021-01-27 20:39:34,J W.,Bad
303,303,2,2,Enjoyed my 2 slices of pizza and the Friday night soup special I had was a bowl of coconut curry Thai soup with Chicken.I missed the happy hour where...,5,2021-05-30 20:18:40,James H.,Good
304,304,0,0,"Iron Griz is a great neighborhood spot! You can't beat the golf course view on the patio in the summer, and the cozy fireside tables in the winter.  The...",5,2021-10-12 19:03:38,Emily A.,Good
305,305,1,1,Haven't been to this place in years due to a poor experience in the last. Decided to take a chance and go back tonight and I was not disappointed! Their...,5,2021-08-02 20:17:47,Sabrina C.,Good
306,306,2,2,"Strong open architecture, peaceful views of the golf course, knowledgeable & accommodating staff, amazing menu. They grow most of their produce & herbs on site.",5,2021-06-22 19:50:21,Bernadette S.,Good
307,307,0,0,"As an Asian going into Montana, I definitely did not have high expectations for the Asian food here, but surprisingly Koh Chang Thai is a gem! I have been...",4,2021-12-01 12:42:38,An N.,Good
308,308,1,1,"I certainly didn't expect a fantastic Thai restaurant in the mountains of Montana. But that is what we found.

Koh Chang Thai was close to our hotel so we...",5,2021-11-27 07:28:29,Jan L.,Good
309,309,2,2,"We were doing a circumnavigation of Idaho late spring 2021, but of course you have to pass through Montana to do so. We ended up one night in Missoula, and...",5,2021-11-16 19:55:46,Dan D.,Good
310,310,0,0,I love these guys! If I had one complaint is that sometimes I order single and it's a double I don't think that's anything to whine about!,5,2021-10-25 15:27:21,Wendy M.,Good
311,311,1,1,"Heard so much about this place. Well folks, the place live up to the hype. Amazing customer service and food was super tasty. The decor was old school and I...",5,2021-04-07 13:45:15,Nolan V.,Good
312,312,2,2,"We come up from great falls to grab a usually decent burger but this experience is ending that.

 We used the mobile app to order our food, when my wife...",1,2021-07-05 10:33:42,Evan J.,Bad
313,313,0,0,Zeb makes one hell of a Manhattan! You'll be wow'd with how amazing the staff is here at the ranch club above the wonderful amenities along with being a...,5,2021-06-14 16:45:01,Austin P.,Good
314,314,1,1,Great course. Sweet potato fries are too good. Ranch Wings (wings with some ranch dry rub are sooo good. Burgers are great. Dinner menu revolves but has...,5,2020-08-25 12:12:06,Lance C.,Good
315,315,2,2,Happy as a clam basking in the sun on a perfect summer night with the hubby. Him? Pork Chip Sandwich with homemade taster tots. Me? Panko Scallop Spinach...,4,2020-08-05 18:31:01,Michelle M.,Good
316,316,0,0,Idk why the bad reviews... it's on par with any good iHop I've been to. I was served by the native guy with long hair that I read complaints about on YELP...,5,2021-11-24 12:52:17,Daniel S.,Good
317,317,1,1,"The manager and this place should be ashamed, hired my son in law as a cook for 16.50hr, puts him as dish washer for 11hr, then when another employee told...",1,2021-11-28 08:49:17,Cindy R.,Bad
318,318,2,2,So my fiance worked here for about a month and at first he was promised 1650 as a cook that's what he applied for they stuck him in the dish pit because...,1,2021-11-28 08:59:19,Mercedes R.,Bad
319,319,0,0,"Finally a good burger joint! Enjoyed both the OG and Wally. The bun-less ""Ragtop"" versions are great as well.  Fries are separate...always kind of a bummer...",5,2021-06-22 19:32:46,Lance C.,Good
320,320,1,1,"5 stars for the wally burger 
2 stars for the fries

I feel I had one of the best burgers ever. Surprising the fries were so underwhelming.

Figure the...",3,2021-11-11 16:44:04,Chris J.,Bad
321,321,2,2,"Great burger spot in Missoula! Due to covid, they are take out only, but you can order in the shop and get a *beverage* to sip while you wait (they have...",4,2021-03-06 18:22:05,Brenna C.,Good
322,322,0,0,Ordered Sunday night for delivery through the online option and never got my pizza! I know the order went through because i was charged for it. I've tried...,1,2021-09-14 10:25:58,Greg N.,Bad
323,323,1,1,"Terrible customer service!  I order regularly from this store; however when I called to add to my order, John, the manager, could not accommodate....",1,2021-08-02 18:37:55,Anna B.,Bad
324,324,2,2,"Boring is all we can say about the pizza.  It's a far cry from what we used to get at Domino's.  
Customer service was great.  Flavors were bland, tasted...",2,2021-08-10 18:23:56,Doreen F.,Bad
325,325,0,0,"We wanted some authentic Thai cuisine. We were surprised that this was ""deli"" style but the quality of the food made us forget counter ordering in seconds....",5,2021-06-24 13:51:10,Walter C.,Good
326,326,1,1,Stopped in on a Saturday about 2:00 p.m. Waiter was gracious and friendly. Very helpful with the fantastic menu. Much to pick from. Several curry dishes....,5,2021-03-20 17:17:40,River R.,Good
327,327,2,2,"Check the menu per day of the week. I'm a big fan of Friday... pineapple chicken curry and ginger chicken. 

Potato balls are great and you should really...",5,2020-02-12 16:33:04,John H.,Good
328,328,0,0,Amazing breakfast! We were so happy. The omelette was perfection - I had the Spanish one and holy cow! I ate the whole thing and I usually never finish my...,5,2021-09-19 12:32:36,Katlin M.,Good
329,329,1,1,"This is the breakfast that you wake up for. This place is a Missoula landmark and we were told to check it out. The atmosphere is very comfy, like you are...",4,2021-05-19 17:07:14,Shawnia S.,Good
330,330,2,2,"Great little restaurant located in the historic downtown area. According to our waiter, it's been around since 1949. 

The seating area is on the small...",4,2019-10-13 12:02:49,Lisa W.,Good
331,331,0,0,"We were hesitant to try this place since the reviews were mediocre, however we were pleasantly surprised! They had a decent happy hour menu that included...",5,2021-07-20 16:48:21,Mark O.,Good
332,332,1,1,Loved the atmosphere in this place. We spent an entire day driving and found good reviews on the Iron Horse so we stopped to give it a try; so glad we...,4,2021-08-06 14:12:53,Mark U.,Good
333,333,2,2,This place was a solid lunch stop. Large variety of beers available and cocktails. Multiple tv's made it easy to sit back and watch some Olympic Games. The...,5,2021-08-02 17:48:50,John H.,Good
334,334,0,0,"The service is fast, the food is fresh, and the employees are very friendly.

My favorite things on the menu are the French dip, curly fries, and mozzarella...",5,2013-08-26 13:21:50,Jessica A.,Good
335,335,1,1,Only reason I'm giving a 2 is because I've gone by way of the drive through and haven't had any issues but twice now ordering through DoorDash they have...,2,2021-03-19 12:25:24,Isaac M.,Bad
336,336,2,2,I got food poisoning immediately after eating at this location about a year ago. Wrenching and dry heaving for about 24 hours straight.  it was one of the...,1,2020-10-22 07:23:07,Mike T.,Bad
337,337,0,0,"Fast service, I had the French dip very good all the meals at our table everyone was happy with.",5,2021-08-26 12:32:44,Dan S.,Good
338,338,1,1,"The Laughing Grizzly serves all meals, but you have to try the breakfast! We went on a Sat. morning, were seated right away by a friendly waitress that made...",5,2021-07-24 14:56:02,A A.,Good
339,339,2,2,"Great place for a Sunday brunch. Sat at the bar and the girl helped me navigate the secret menu to get exactly what I wanted, a delicious ribeye and a...",5,2021-06-07 06:01:06,joshua M.,Good
340,340,0,0,"Best Cajun style food in Missoula
Prices are quite reasonable. 
The food is the reason this place has been around so long in this town.",4,2021-07-17 11:45:32,Org A.,Good
341,341,1,1,"Best Cajun food I've had since I left the South. A true hidden gem. The owner makes his own rue. That's important. I tried everything I could. Po'boys, red...",5,2020-09-25 10:50:33,Myron P.,Good
342,342,2,2,"The Dino serves up consistently good sandwiches, and recently the specials have been well worth trying for the first time. I love their French fries as well!",5,2021-05-03 17:26:23,Matt B.,Good
343,343,0,0,"I've been wanting to try this place in spite of a few bad reviews.  Mexican food in Missoula is pretty dismal- I categorize this as ""Montana Mexican"".  Or...",3,2021-09-22 15:08:00,Mark H.,Bad
344,344,1,1,"I wasn't expecting it to be the best Mexican food ever. I was hoping it would be better than Taco Bell. It wasn't! I can usually eat anything, but this was...",1,2020-12-13 17:07:00,Dan T.,Bad
345,345,2,2,"Total garbage. Microwaved food. Chicken burrito was processed chicken, shredded iceberg and shredded American cheese. 
Don't waste your time or money.",1,2019-04-04 17:18:40,Catherine R.,Bad
346,346,0,0,This is a busy Denny's. The service was good and the food was not bad at all. I really enjoyed my breakfast.,4,2021-07-01 09:27:34,Robert K.,Good
347,347,1,1,"Absolutely the worst customer service I've ever experienced. Most businesses greet you with ""hello"" when you walk in the door...not Denny's. An older lady...",1,2021-10-30 18:00:23,Travis M.,Bad
348,348,2,2,Typical Denny's from the outside but the inside is dirtier than the parking lot! Trash overflowing out of every trash can in the restrooms and just plain...,2,2021-07-10 06:21:07,Heath J.,Bad
349,349,0,0,"My family loves the BBQ Chicken pizza. The bread sticks, cheese or cinnamon, are also very good. I have never had a bad experience and have been going to...",5,2016-01-29 04:54:41,Amber P.,Good
350,350,1,1,"Have been ordering pizza from
You guys for years. It has been my sons favorite...but you have officially lost our business. The last 3 times we have ordered...",1,2016-02-25 17:30:32,Jewel J.,Bad
351,351,2,2,"Not my favorite pizza place. It's always felt kind of weird. No thanks, there's waaay too many way better mediocre pizza joints up in this piece. Edible in...",2,2017-03-22 00:47:41,Tim O.,Bad
352,352,0,0,"Highly recommend! Makes sense why this place is highly rated, the atmosphere and food was delicious! Such a cute setting inside! And just a simple and a...",5,2021-10-10 14:17:50,Riki C.,Good
353,353,1,1,"Very busy and apparently understaffed, this popular spot produces excellent food. I had just returned from a steep hike and was ready to eat, so I started...",4,2021-09-12 15:14:20,Will V.,Good
354,354,2,2,Stopped in for a quick lunch while traveling. Just wanted a turkey and Swiss sandwich. I saw the menu on the wall and there it was. We ordered two of the ....,3,2021-08-16 15:25:08,Robert B.,Bad
355,355,0,0,I would give this 5 stars if one.this place could be definite with the hours listed as it seems like they change on occasion and I noticed this prior to the...,4,2021-04-15 10:40:49,James H.,Good
356,356,1,1,5 stars for the crisp meat burrito. My crave food! Never been disappointed in service or food. As good as Mexican fast-food gets in Montana.,5,2019-02-14 18:03:24,Susan D.,Good
357,357,2,2,"Gave my boyfriend food poisoning. We ate there earlier today--I opted for the unsatisfying Popeye's chicken tenders next door, bless--and within a couple of...",1,2016-12-29 22:17:58,Marielle G.,Bad
358,358,0,0,Chipotle has fresh and healthy ingredients. I'm so grateful to have an affordable and healthy take out option. Love this place.,5,2021-08-25 19:19:22,Amelia M.,Good
359,359,1,1,"Good food, fast service, and very clean to dine in. 

Their food is always fresh which I appreciate, and their prices are reasonable in comparison to...",4,2019-10-21 15:05:44,Lisa W.,Good
360,360,2,2,I don't think people take as much time to write good reviews so I am taking the time...we live in Utah and love Chipotle so we were so excited to see there...,5,2021-08-06 12:12:11,Chari F.,Good
361,361,0,0,"This place is amazing!  Everything is made from scratch and is so perfectly seasoned.  From seafood to lasagna, this place hits all the marks. 
The...",5,2021-07-30 20:29:07,amy g.,Good
362,362,1,1,I have no idea how this place stays open.  They are always empty and the food is horrible.   It all tastes like frozen/microwaved crap.  I've had better TV...,1,2021-10-11 10:40:56,Kari C.,Bad
363,363,2,2,I am shocked by some of the 5 star reviews. I grew up with Italian parents in little Italy in NYC and know great Italian food. On Sunday we had an Italian...,1,2021-06-07 08:49:15,Don I.,Bad
364,364,0,0,"Their Americano is the best I've had in Missoula thus far. The espresso shots are pulled perfectly, creamy and zero bitterness!  

The sausage quiche is...",5,2021-06-18 10:40:26,Maren B.,Good
365,365,1,1,I'm a sucker for a good breakfast pastry...or 10! I've lived in/visited Missoula so many times and only found this place today! Everything was very moist...,4,2021-04-09 08:11:23,Kandyce K.,Good
366,366,2,2,"This place was fantastic. It's cute inside and all the staff are so friendly. They are well set up in the current covid situation, having a few inside, and...",5,2020-05-22 12:16:14,Nellie B.,Good
367,367,0,0,"There are slices and pie available. I got the gabby slice which has meatball, sausage and fresh basil. It's tasty and not too heavy despite the amount of...",4,2020-09-17 13:08:15,Eve C.,Good
368,368,1,1,Great pizza as reviewed by my wife and two daughters! Classic style precooked 1/2 way then finished off in the oven per order.,5,2021-04-06 16:15:57,Ben K.,Good
369,369,2,2,"So. I was born and raised in New Jersey, and then spent 10 years of adulthood there as well - which means I've had 30+ years of experience eating some...",5,2021-02-21 10:48:09,Meera M.,Good
370,370,0,0,"Recommended by hotel receptionist. Yummy pizza. Good pizza crust. Great service. We tried ordering online. Hostess said didn't receive order, is this the...",5,2021-10-05 10:32:58,Lisa F.,Good
371,371,1,1,"I was staying at a hotel in the area and wanted a quick lunch I could walk to.  Found this place on Yelp and it did not disappoint.  I won't lie, I didn't...",4,2021-06-23 18:52:19,Jil R.,Good
372,372,2,2,Best pizza I've had in a long time. Delivery was perfect little over half hour. Should of taken a photo before I ate it all. Thanks again.,5,2021-10-02 17:14:01,Brad I.,Good
373,373,0,0,"I am by no means an EXPERT when it comes to margaritas, but I have had my fair share all over the states. This is by far the BEST margarita I have ever had!...",5,2021-07-22 16:58:31,Amber D.,Good
374,374,1,1,"Chips and salsa are probably the best deal on the menu.

Food is okay but the prices are high for what you get.

The have great decor and good drinks.

But...",3,2021-07-25 15:49:43,Randy P.,Bad
375,375,2,2,"8:15 on Thursday night - when we initially arrived, we were told our wait time would 30 min so we went elsewhere for a quick drink. We came back at 8:45 and...",2,2021-07-15 14:09:29,Hailey H.,Bad
376,376,0,0,"Car hops were kind, kept touching base with us and patient as we took a little time to order. Got order correct for 5 people and always delicious food!...",5,2021-07-06 22:43:34,Christina M.,Good
377,377,1,1,"Very good service. The girl at the front told me what was good and I got what was good. The Original Hoagie had a fantastic THICC piece of salami, an...",5,2020-08-16 13:07:02,Schae B.,Good
378,378,0,0,"Great local spot. The best aspect of the Oxford Salon is, by far, their people. The folks were very kind, inviting, and friendly. 

Portion sizes are great....",4,2020-10-16 14:09:24,Chris D.,Good
379,379,1,1,"** One Star comes from the fact I've worked front and back of the house!**

To the Owner!
Fire the Pus@$ cook you hired to work 3rd shift Sunday's!

24...",1,2021-07-19 03:09:32,Joshua A.,Bad
380,380,2,2,"We have been waiting almost 3 hours only to be ""second in line"" the main old man waiter is super mean for no reason and ignored us the whole time and...",1,2021-08-14 02:56:19,Samantha N.,Bad
381,381,0,0,By far the best brewery in the USA.  I was stationed for over 3 years in Germany in the Army.  Love real German beer.  This is the ONLY beer in the US that...,5,2021-06-21 15:48:20,Robert M.,Good
382,382,1,1,"When I spotted Bayern Brewing on Yelp and saw that it had German food I knew it would be brewery #159 for me. 

BB has a decent size taproom downstairs but...",5,2021-05-08 14:59:43,Jim H.,Good
383,383,2,2,"My friends and I stopped here on our way to a guest ranch for some snowmobiling.  Interesting place & very friendly staff.  Most importantly, great beer!...",5,2021-03-30 06:09:14,Mark C.,Good
384,384,0,0,This location is inside the new Consumer Direct Care Network building. It's easy to access through the main lobby and the public is welcome. There are...,5,2017-05-20 08:51:29,Kelly C.,Good
385,385,1,1,"Okay, coffee places are everywhere, but Liquid Planet sets itself apart from the rest by offering different products at a lower price. I love the Bullet...",5,2019-07-05 15:21:12,Brett R.,Good
386,386,2,2,"Great new menu! Super fresh and creative. Still love my favorite Bridger Bowl salad, but also enjoying Alex's new ideas and additions.",5,2018-07-31 10:47:34,Coco B.,Good
387,387,0,0,"Solid food. Maybe not Michelin star quality, but between the consistently good food and awesome staff. For Missoula deserves a 5 star review.",5,2021-09-28 22:02:19,Sean R.,Good
388,388,1,1,"I used to love coming here. Had a 4 star before. 
Today we had a waitress that actually took my food, because I had the other tables food, after I had eaten...",1,2021-03-01 12:39:47,D H.,Bad
389,389,2,2,"This is a Montana-American grub fest restaurant. Yes, they have a few video gambling machines, like every other establishment in the state, but it's all...",4,2020-05-22 19:54:24,Jeff B.,Good
390,390,0,0,"The food here is great- the taste, freshness, and quality are top notch in Missoula. The atmosphere is relaxing indoors and out. You can come in after a...",5,2021-10-12 19:44:10,Emily A.,Good
391,391,1,1,"Wow, this place checked all of our boxes.  Wanted lunch after a morning of hiking.  Beautiful outdoor setting for a sit down lunch.  shade or sunny if you...",5,2021-06-13 07:57:32,Bill T.,Good
392,392,2,2,I went in there to get coffee and prices and i who was wearing sweats and jeans was stared at like i did not belong there. I waited a long time for someone...,2,2020-12-12 11:59:15,Don I.,Bad
393,393,0,0,"Such a fun atmosphere! 

Coming from DC where speakeasy themed bars are plentiful, I was excited to try a Missoula take. We stopped in late night while in...",5,2021-10-27 11:37:25,Emily P.,Good
394,394,1,1,I would caution anyone thinking about going to this event. I had a party of four attend Stave and Hoop last month. I ordered a $50 DOUBLE Don Julio 1942...,1,2021-11-20 11:44:12,Ronald B.,Bad
395,395,2,2,The entrance to the bar is in the alleyway and to the right. When you walk downstairs you'll enter a place with a cool speakeasy feel that's really...,4,2021-07-07 17:59:20,Brian F.,Good
396,396,0,0,Needed coffee so we pulled in on our way through town.  We were towing a car trailer and could easily make the drive thru.  They had plexiglass for the...,4,2020-09-27 09:23:16,Kim M.,Good
397,397,1,1,I don't typically like stopping at kiosks for coffee but I will make an exception for loose caboose. It's pretty darn good. The kiosks look like a little...,4,2015-01-04 14:17:11,Jennifer T.,Good
398,398,2,2,"Excellent Breve, Excellent customer service.

Expect to wait in line in your automobile, while each customer's order gets attention. I like their roast; and...",5,2014-11-04 06:30:11,John M.,Good
399,399,0,0,"Long time customer of Applebee's, had the WORST bowl of French Onion soup ever on Wednesday, 6/8.  I'll think twice before stopping there again",2,2021-06-09 18:18:30,Kay S.,Bad
400,400,1,1,"I see the reviews here are not very flattering. 

We came here last week for dinner. Our server did an excellent job our drink were always full and if we...",3,2016-07-04 13:14:38,Randy P.,Bad
401,401,2,2,"way better than the apple bees in Spokane. Great servers, great bartender. Food is pretty good and all in all it is my favorite applebees",5,2020-03-15 15:20:03,Don I.,Good
402,402,0,0,"Pleasantly pleased. A couple little things to work out but they'll get there.

High hopes going in. The owners are linked to Jackson WY's Teton Tiger and...",5,2019-09-03 15:44:56,John H.,Good
403,403,1,1,"I gave 4 stars based on that it was busy,not really many places to park,and would recommend ordering ahead so you won't have to wait as long for a take out...",4,2019-11-13 07:27:56,James H.,Good
404,404,0,0,"Update: the store went above and beyond to apologize and make this fat kid happy. Thank you MOD.
.
.
.
So I love Mod. I do. Part of the fun perk and...",5,2019-08-27 18:07:45,Jennifer T.,Good
405,405,1,1,Nothing to write home about. I ordered when I was staying in Missoula for a medical appointment. The pizza had no flavor and very little toppings.,3,2021-08-11 15:14:46,Cathy M.,Bad
406,406,2,2,Horrible customer service makes the pizza not worth it. Sitting here two hours after I ordered with hungry kids after a messed up order for delivery was...,1,2021-07-09 18:55:02,Mandy F.,Bad
407,407,0,0,The food was delicious I ordered a vegetable omelette and had them Add some bacon  I got a nice portion of an omelette a side of hashbrowns and then also...,4,2021-10-03 13:48:02,Lisa P.,Good
408,408,1,1,"On vacation making our way from Bozeman to glacier we stopped halfway overnight and found this gem. 

The service is impeccable,  the food plenty, and...",5,2021-09-17 11:35:55,Mark W.,Good
409,409,2,2,"This place is DOPE. Service was tremendous. Wait staff has a sense of humor and made it a fun experience. I came on a Thursday and it wasn't busy at all,...",5,2021-11-20 10:42:10,Luc D.,Good
410,410,0,0,"The food is always amazing, chicken souvlaki is so flavorful and the amount of fresh lettuce, tomatoes, and sauce is crazy. Come here hungry. I don't know...",5,2021-07-24 12:22:20,Cynthia W.,Good
411,411,1,1,"YUM. Definitely some great Greek food in Missoula. Plenty of street parking right out front.

I can see why my to go order was going to take 45 minutes....",4,2021-08-17 18:46:52,Keith A.,Good
412,412,2,2,"Fucking. Delicious. 

What else do you need to hear? I found this place on Yelp while my New York self was craving falafel. OMG I was not disappointed!...",5,2021-07-09 12:59:26,David K.,Good
413,413,0,0,It took long to get my food but when I got it it was AMAZING. When I took the first bite of the fried chicken I started digging in like nothing. I would...,5,2021-12-02 18:47:07,Karina L.,Good
414,414,1,1,Would love to give a good review but they tell you to order 30 minutes in advance yet their phone was busy for 3 hours. Their website has a message contact...,2,2021-02-06 10:58:04,Steve C.,Bad
415,415,2,2,"Being from the south, fried chicken and gizzards are a staple. We were very happy with our experience and will make this our go to place for some fried...",4,2021-01-12 14:10:22,Candace R.,Good
416,416,0,0,Great place to eat. Food is always excellent and the staff are great for call in orders. Nice to have a good restaurant in the neighborhood,5,2021-10-10 17:38:20,Doug O.,Good
417,417,1,1,"Excellent and creative food.  They have a real cool ""Fair  Food Favorites"" menu (see picture). Staff is very nice and attentive.",5,2021-08-02 13:10:35,Aaron M.,Good
418,418,2,2,"One of the best places to grab a bite in Missoula!! Awesome weekly specials, local beer and Big Dipper ice cream as well.",5,2021-10-29 15:41:15,Andi C.,Good
419,419,0,0,Panera is fairly new to Missoula and is one of only three locations in Montana. It is located in the Target shopping center right off Reserve Street. There...,4,2021-01-25 09:36:23,Lisa W.,Good
420,420,1,1,"today i wanted to go and get some brunch with my fiancé and use the Panera membership i just paid to renew - but the dining room was closed. 
at 1pm on a...",1,2021-11-04 18:49:17,Saliene S.,Bad
421,421,2,2,"I have only ordered delivery from them.

But food came in a timely fashion and there was one item missing. Called and the manager rushed it right over to...",5,2020-12-19 13:19:34,Randy P.,Good
422,422,0,0,"The food here was super good! Loved the football atmosphere on a Monday night. The shots were UNREAL. The PB&J was exactly like the sandwich, SO GOOD....",5,2021-10-18 20:50:21,Danielle M.,Good
423,423,1,1,"This bar is phenomenal. Good prices on drinks and a large variety of options including a great selection of Irish favorites . The food is magnificent, and...",4,2021-11-13 17:27:27,Brenden L.,Good
424,424,2,2,So tonight we were looking for a place to watch the MLB All-Star Game and this place came up as a sports bar.  We could not have found a better place to...,5,2021-07-13 21:37:18,Joe H.,Good
425,425,0,0,"Met friends at Jakers Grill  in Missoula.  Service was awesome... as soon as we walked in the door!!.  No masks required, but everyone waiting in line to...",4,2021-07-25 07:57:26,Flo V.,Good
426,426,1,1,"TERRIBLE CUSTOMER SERVICE
My Family and I (including dog) were visiting Missoula from out of town and staying in a hotel. Many of the places in Missoula,...",1,2021-07-29 10:26:00,Erik C.,Bad
427,427,2,2,"4.0 - Asparagus 
5.0 - Ceasar Salad (dad)
4.5 - Sandwich, Fried Chicken. Perfectly crispy, I think it'd be a 5 w/ Chik Fil A BBQ sauce
3.5 - Sandwich,...",4,2021-07-06 11:50:18,Mike W.,Good
428,428,0,0,"I'm not sure way this location has negative reviews.  Sure, they've made occasional mistakes with my orders in the past, but they ALWAYS make it right and...",5,2014-07-11 15:17:33,Jen B.,Good
429,429,1,1,I just finished yumming this food two minutes ago. This is the best Taco Bell I've ever had. Ever. Ever ever. I've been retired for almost now eight years...,5,2020-06-01 22:54:14,Yung C.,Good
430,430,2,2,Every single time I've gone here they forget something. I don't even bother going back again for what they forget because it's a waste of my time and gas.,1,2020-06-26 17:56:37,Nerdy B.,Bad
431,431,0,0,I have eaten here perhaps 25-30 times. Although not perfect we found the food just fine. The prices are reasonable unlike one poster who did not like it we...,3,2016-06-20 08:00:12,Paul Z.,Bad
432,432,1,1,Big fan. Friends of mine just moved into the apartment complex down the road and we decided that we'd try this place for an easy walk home after some...,4,2018-08-26 11:24:51,Kody B.,Good
433,433,2,2,The Casino closed up almost a year ago but the café stayed open and was a good place to eat.  Last week I took my family there for breakfast and learned...,1,2014-02-03 11:30:08,Larry L.,Bad
434,434,0,0,"Good coffee and after a mighty bacon burrito, I know I won't be eating again until dinner.  Huge burrito, hot and toasty and filled with chopped bacon, tons...",5,2021-09-27 10:18:10,MJ C.,Good
435,435,1,1,"Good americano and a tasty breakfast burrito with Bacon. 

There is an outdoor table and a drive thru.",4,2021-09-27 09:01:30,Mark S.,Good
436,436,2,2,Fantastic breakfast burrito! Great quantity and quality of food for the price. I love supporting local businesses and this is a great one!,5,2021-07-28 12:17:00,George J.,Good
437,437,0,0,Wow! We had an excellent dinner at HuHot this evening. We are out-of-towners and this has been a highlight of our trip. Our server was friendly and prompt....,5,2021-08-12 17:34:13,H S.,Good
438,438,1,1,Nope nope nope. All the meat looked nasty there was food all over the floor. The people working the grill didn't care about if the food was cooked all the...,1,2021-08-01 17:41:52,Jessica H.,Bad
439,439,2,2,Yelp listed the closing time at 10pm. We get to the location at 9:02 and they refuse to seat because they claim that seating ends at 9. That's terrible...,1,2021-05-22 20:07:40,Tom T.,Bad
440,440,0,0,"Hard to find tastier food and beverage at this price in Missoula, honestly. I can't believe their restaurant is so unknown...delicious chicken, excellent...",5,2018-05-02 19:09:09,Marielle G.,Good
441,441,1,1,"One word: Ashley. Despite some of these bad reviews, she was top-notch, and made us feel as if we were the only customers she was waiting on, while being...",5,2014-07-08 03:52:05,Jason M.,Good
442,442,2,2,"We love coming here for breakfast. The meat is high quality and the english muffins are amazing. The food is delicious, cheap, and fast. Full bar is...",4,2016-11-25 10:04:38,Kerri M.,Good
443,443,0,0,I like the cornmeal crust thing they do. I like the flavor of the crust...I'm just not a crust fan. I like having the option of a thinner crust. So if you...,3,2020-01-19 14:03:12,Jennifer T.,Bad
444,444,1,1,This is a great new addition to the mall. Carlascio's is a great place to stop at while doing some shopping. We ate here on a weekday and sadly were the...,5,2019-11-03 12:19:58,Lisa W.,Good
445,445,2,2,"New pizzeria. Excellent service, fantastic and unique pizza creations. The most epic selfie sundaes.",5,2019-11-02 19:32:06,Ryan G.,Good
446,446,0,0,"Excellent coffee! Quick and convenient on my way to work. Americano was a perfect roast, not your average cup.",5,2020-02-13 10:46:16,Jeff P.,Good
447,447,1,1,I delivered  from Noodles and company  to a kiosk on Higgins....I noticed that the Kiosk was slow so I paused my orders...and went and ordered  coffee...,1,2020-12-10 12:31:24,William L.,Bad
448,448,2,2,Such an adorable place with amazing coffee. The baristas are sweethearts and service is fast.,5,2018-05-19 11:11:08,Kaylee I.,Good
449,449,0,0,"Best experience ever
1. When you first walk in seating doesn't take forever and for a Saturday evening not so busy
2. Waitresses and the one we got tonight...",5,2021-08-07 21:08:44,Austin M.,Good
450,450,1,1,"I had a great experience at MacKenzie River Pizza.
Having never been I asked my server, Lexi, for her recommendations. She told me her favorite items and I...",5,2021-03-20 13:40:09,Shelly A.,Good
451,451,2,2,"We just ordered pick-up, but we were still greeted by many employees at the door who were very kind and welcoming. Pizza was ready right as it said it would...",5,2021-06-27 03:42:26,Emily V.,Good
452,452,0,0,Omg! The Custard is amazing!! Silky smooth and great flavor. We found Freddys when in Kansas and loved it. When I saw the sign on 90... We were going even...,5,2017-10-12 15:20:22,Grace L.,Good
453,453,1,1,"I would prefer to rate ""ZERO STARS, do not recommend.""

We are traveling hone from Nebraska to western Washington, and pulling a travel trailer. At present,...",1,2021-06-29 16:42:50,Tamara C.,Bad
454,454,2,2,"First time using Freddy's mobile app, which explained that the ""I'm here!"" prompts the order to be started (and that it'll be worth the extra wait). 

So I...",2,2021-06-08 20:30:18,Kevin G.,Bad
455,455,0,0,"Stopped as a group for lunch on our way out of town. The staff here was very pleasant during what appeared to be a lunch rush. 
This restaurant has seating...",4,2019-07-09 10:43:25,Eric M.,Good
456,456,1,1,Way better than taco San or whatever it's called. Only three stars because I don't know of a burrito place that serves white rice and barely no meat with...,3,2020-08-20 16:11:41,Corene F.,Bad
457,457,2,2,If u want a cold ass burrito go here. It tastes good but everything they put in it feels like it came out of the fridge. Cheese isn't even melted. I...,2,2020-09-07 17:21:52,Avneet T.,Bad
458,458,0,0,This is a great theater. The seats are comfortable the food is served quickly and the staff are nice. The only complaint I have is that most times the food...,5,2021-09-11 11:12:34,Daniel S.,Good
459,459,1,1,"great employees! thank you, aaron for finding my lost ray banz!",5,2021-11-29 15:03:31,Lindsey D.,Good
