,level_0,index,Unnamed: 0,text,rating,time_created,Name,sentiment
460,460,2,2,Extremely small portions for the amount you pay. Food is subpar and not the greatest quality. Would not recommend eating here. Enjoyed the reclining chairs...,1,2020-09-02 18:37:51,Sabrina C.,Bad
461,461,0,0,"This place is legit. The flavors are so great you can't stop eating!!!
Had the Combo with spicy teriyaki and it was amazing. 

The prices are very good...",5,2021-10-13 10:10:44,Mark H.,Good
462,462,1,1,"I usually love coming to Dobi's, but recently the customer service has been lacking. They have forgotten an item the past two times I've been in, so I...",1,2021-10-16 14:08:20,Kaiton Q.,Bad
463,463,2,2,"Incredible food here. The menu is simple. Chicken or steak, veggies, with rice. Spicy or regular sauce but it's absolutely amazing. One of my favorite spots...",5,2021-10-08 10:37:28,Hunter G.,Good
464,464,0,0,Delicious. Way better than some random McDonalds in the middle of nowhere. I had the butter chicken and the green daal. The chicken was really good. The...,5,2021-06-26 18:30:38,R G.,Good
465,465,1,1,"We were excited for gluten free vegan options that were clearly labeled. The food was good, especially for the price. I would highly recommend the Bahji and...",4,2021-07-28 17:46:38,Craig L.,Good
466,466,2,2,"I know Indian food well and this is a poor example of it. Honestly it's the worst Indian food I've ever had. That being said at least there's an ""Indian""...",1,2021-09-10 09:47:10,Daniel S.,Bad
467,467,0,0,I love breakfast burritos and try to find local places for them while traveling.  This one did NOT disappoint.  We came in on a Sunday morning and only had...,5,2021-07-26 17:37:23,Jim H.,Good
468,468,1,1,Great place and staff.  The food is great & well worth the wait.  The burritos can be ordered as a scramble instead for gluten-free or keto peeps.,5,2021-10-24 10:16:23,T G.,Good
469,469,2,2,Such a cute little restaurant. The variety and creativity of the menu/burritos was great and the actual burrito (I got The Princess) was phenomenal and I...,5,2021-06-10 14:34:52,Mikaela L.,Good
470,470,0,0,This Missoula location was great. Traveling through and stopped for lunch. Let me just start by saying I've never experienced cleaner restrooms in a...,4,2021-12-01 14:46:32,Nicorie S.,Good
471,471,1,1,"Best meal I've had in Missoula!
Outstanding chicken wings.
Tenderloin and baked potato was awesome!
The absolute best cheesecake I've ever had!
I'm an over...",5,2021-08-24 19:17:48,Ronald R.,Good
472,472,2,2,"Dined mid-April 2021. Lobster tails very small, Blooming Onion small also. Steaks okay. Compared to Outback Hawaii Kai, Oahu, Hawaii, Missoula's needs help.",1,2021-05-08 16:24:12,Catherine M B.,Bad
473,473,0,0,"Quit putting mayonnaise on sandwiches that don't list it in the description!  Tip- if you don't want it, be sure you tell them no mayo.",2,2021-08-10 13:04:24,Mark H.,Bad
474,474,1,1,"Went the the Jimmy John's in the Cabela shopping center on August 25th for a quick lunch.
I ordered the Little John's Combo for $6.95, but the cashier rang...",1,2021-08-26 14:08:21,Wilbur W.,Bad
475,475,2,2,I'm hooked. I have been on the hunt for a sandwich that reminds me of Pickle Barrel in Bozeman from my childhood. The gargantuan is the closest one yet. It...,5,2020-08-04 08:22:10,Kerri M.,Good
476,476,0,0,Very good coffee it was hot and ready not old Nd nasty  anyone should come for a breakfast coffee and good price,3,2018-08-09 10:34:21,Joaquin G.,Bad
477,477,0,0,"Interesting spin on pulled pork and a great bourbon martini.  Bain was beyond personable, attentive, and a fine mixologist.",5,2021-10-24 11:09:10,Niki R.,Good
478,478,1,1,I was in Missoula for a month and found myself frequently returning to Conflux. Their beers are so good! Too bad they weren't canning them yet so I could...,5,2021-06-05 17:02:38,Cole T.,Good
479,479,2,2,"Missoula is home to a lot of great breweries but this one just didn't do it for me. 

The space is inviting and quite large. The service is friendly and...",3,2021-11-07 19:39:08,Lee L.,Bad
480,480,0,0,A good ol' truck stop diner. Massive breakfasts that will canx any thoughts about having lunch--or even possibly dinner. Our host/server was a helpful...,3,2020-09-06 13:28:28,Jeff B.,Bad
481,481,1,1,"This is a truck stop. Okay food, okay service and okay environment. Nice people, simple place.",3,2020-10-11 22:55:14,Walter K.,Bad
482,482,0,0,"Service was great, food was good, drinks were tasty and Heather, the bartender in the casino was outstanding!!! We were extremely happy with everything...",5,2021-11-26 11:12:24,T L.,Good
483,483,1,1,The casino people are so sweet! And honest! I left a lot of money on my Machine when I left drunk in an Uber and they had an envelope waiting for me the...,5,2021-04-19 19:04:11,Jennifer B.,Good
484,484,2,2,"I know this place has some bad reviews.

I have visited this bar several times over the years and I personally have never had a problem.

Tonight I stopped...",4,2017-04-27 19:16:12,Randy P.,Good
485,485,0,0,This is fast food that's way better than the usual fast food.  Burgers are delicious & milkshakes are good.  I had the pb bacon & cheese burger & the flavor...,5,2021-05-12 12:31:06,Cheri P.,Good
486,486,1,1,"Don't order online, there is no easy way to ask to remove an item or build a burger with the checkboxes. Apparently my clear, concise directions set someone...",1,2021-03-21 18:31:06,Jen S.,Bad
487,487,2,2,Unfortunately the food just really wasn't anything special. Great to have another semi-local fast food option but Dairy Queen across the street has a...,2,2021-10-06 22:19:39,A R.,Bad
488,488,0,0,We had heard and seen all the reviews for this place and just had to try it! Save yourself the hassle of finding a parking spot and get an Uber to downtown...,5,2021-09-12 15:15:33,Rachael G.,Good
489,489,1,1,"First off, the staff was friendly, helpful, and quick. 10 stars!

I feel bad saying this, but the food wasn't anything special. When I ordered I was...",2,2021-11-19 17:55:32,briana w.,Bad
490,490,2,2,"I loved it.  Ordered ahead and got burnt ends, brisket sandwich, mac and cheese, beans and cole slaw

Then we took bag and sat and ate it in restaurant...",4,2021-09-28 18:11:32,Nancy B.,Good
491,491,0,0,"I was there yesterday and was blown away by how rude the people there are, how  arrogant the woman was that waited on me. i asked for a drip coffee three...",1,2021-01-27 21:34:27,Don I.,Bad
492,492,1,1,Their apple crunch bread is out of this world. I have to stop getting it because I eat it all too quickly.,5,2021-01-17 19:26:17,briana w.,Good
493,493,2,2,"Same with another reviewer who said that they are not into bread, and I would surely make a huge exception to Great Harvest Bread! They give us a huge piece...",5,2019-12-11 18:04:22,Cecilia G.,Good
494,494,0,0,"Dont know why this place is only at 2.5 stars with 19 reviews.

It has fantastic pizza specialties. Awesome crunchy crust (not quite thin crust. But thinner...",5,2018-12-10 20:19:52,Richard G.,Good
495,495,1,1,Rude employees and bad food. Usually overcooked or includes some thing that has no business being on it. Save yourself the time(and money) and get Pizza Hut...,1,2021-08-24 18:01:12,Evan H.,Bad
496,496,2,2,"I mean if you think this is good pizza you're wrong. No crips, cheese is super rubbery. Sauce has no tang. Fine service and what not, but seriously... mr...",2,2021-06-27 18:23:23,Frannie F.,Bad
497,497,0,0,"Excellent service and food! The carbonara was very good, and the penne isabella was great. The garlic bread was also top-notch. The lemon mascarpone cake...",5,2021-09-19 20:22:07,Noah A.,Good
498,498,1,1,"Wow! Came to the city to visit and aimed to eat nothing but local and found this place. We had a small wait but nothing major, some time to check out other...",5,2021-06-05 08:19:16,Dakota G.,Good
499,499,2,2,"So much yes! The staff, the food, the ambiance...  the wine! Such a great experience tonight everything was perfect.",5,2021-08-27 21:45:46,Micaela O.,Good
500,500,0,0,Awesome food and great service! We had a taco salad and it was served with sour cream and salsa. A little disappointed that there was no guacamole but was...,5,2021-09-13 13:16:23,Bonnie N.,Good
501,501,1,1,"STOP, Do not waste your money going to this restaurant. The food was terrible and the service was very slow, and it was not even crowded. The prices are...",1,2020-07-17 08:58:35,Darla S.,Bad
502,502,2,2,Wow - web site CLEARLY states open until 10:00 PM. we arrive at 9:20 to get food and drink and are told they NOW close at 9:30 and to go orders only?!  Go...,1,2019-09-18 20:46:57,Dennis M.,Bad
503,503,0,0,sushi hana is always incredibly delicious with wonderful service! i would recommend sushi hana to any one visiting or locals who haven't been!!,5,2021-11-09 06:57:37,Olivia J.,Good
504,504,1,1,I took my best friend here for her birthday after we both just moved up here and received the worst service of my life. It's understandable that many places...,2,2021-08-25 20:58:23,Loran S.,Bad
505,505,2,2,I went on $1.50 Monday it wasn't worth the $1.50 per item you got 2 little pieces of beef for the beef teriyaki and 3 pieces for the sushi roll and there...,3,2020-08-10 19:31:28,Tom B.,Bad
506,506,0,0,"We had an amazing dining experience here last week. The food, wine, service, and ambiance were all incredible. We were fortunate enough to sit at the bar...",5,2021-10-28 16:57:18,Ashley H.,Good
507,507,1,1,"Love the ambiance in this restaurant. Nice high-end dining without the high prices. 

Alex, our waitress, made some recommendations and we decided to order...",5,2021-10-13 18:03:23,Troy M.,Good
508,508,2,2,"This is a much needed addition to the neighborhood! Can't get over how affordable it is in contrast to the intimate, beautiful decor and stellar service. My...",5,2021-09-29 19:14:19,Jocy M.,Good
509,509,0,0,"Found this place when passing through town, and so glad I did.  I might move here just for this place!  

Amazing selection and vegan!  We got a few...",5,2021-08-27 10:38:29,Teressa L.,Good
510,510,1,1,We stumbled across this place on our first day in Missoula and tried a yummy lemon meringue tart. On our way to the airport we needed a quick lunch and got...,5,2021-07-28 17:45:02,Craig L.,Good
511,511,2,2,"These donuts are INCREDIBLE! My husband, a donut connoisseur*, says that you can tell they're different but I don't think so. The Boston crime donut, plain...",5,2021-07-13 09:54:10,Kendra H.,Good
512,512,0,0,"Their mac & cheese is the bomb we've had their appetizers we've never had any bad food in there the waitresses were fantastic, and knife portions are...",5,2021-11-18 13:07:49,Debbie D.,Good
513,513,1,1,"Sunday brunch for our party of 8.  Waitress came by for drink orders after 12 minutes from when we were seated. I ordered coffee, and finally got the coffee...",2,2021-11-04 19:08:39,Dan M.,Bad
514,514,2,2,"We stopped in for lunch, and completely disappointed. We sat at our table that had crusted dried food that was smeared like it was lightly wiped. There was...",1,2021-11-26 11:06:08,T L.,Bad
515,515,0,0,"It's a bummer when you have to leave a usually reliable business a bad review to get their attention. I'd honestly love to leave more stars. 

With Papa...",1,2018-10-12 18:39:59,Duke B.,Bad
516,516,1,1,This place is awesome. Everyone there is super friendly and they make your order quick. It's very clean and professional. It's my favorite Papa Murphy's ever.,5,2020-02-01 07:47:06,Whitney G.,Good
517,517,2,2,This is such a great concept - Papa Murphy getting all the ingredients ready so I can cook that pizza up fresh at home. We do this every couple weeks and...,4,2017-11-10 13:54:59,Babs S.,Good
518,518,0,0,"Went with a group and sat at the teppanyaki station. We got sushi our group got the filet meal.
The filet was very tender and flavorful.
The sushi was very...",5,2021-08-25 17:37:50,Michael P.,Good
519,519,1,1,Wow!!  went here for my son's Bday.  Tried for a reso on the weekend but the place won't take a reso on the weekend.  we will not go to dinner (especially...,5,2021-06-18 10:47:30,Bill T.,Good
520,520,2,2,Great spot! I went for the teppanyaki and wasn't disappointed. The chef was super engaging and hilarious. I had The New York strip and it was cooked...,5,2021-04-04 16:51:48,Neil T.,Good
521,521,0,0,Always really delicious and the chef (owner?) is always friendly. Definitely recommend the Chinese soft noodle.,5,2021-10-21 16:40:31,Thomas M.,Good
522,522,1,1,"This place is, unfortunately, pretty disgusting. I got a few pictures from my phone, but they really don't do justice to how gross and grimy everything is....",1,2021-06-16 18:59:12,Michael A.,Bad
523,523,2,2,Threw up after eating there. Reported them to BBB. They also hit my card twice for the same purchase. Terrible experience.,1,2020-07-04 13:29:54,Charles W.,Bad
524,524,0,0,"Ok,
It says ""Best Mexican Food In The Valley""...well I didn't know we were in a valley but it was very good.

I live in San Antonio, the last thing I...",4,2021-09-14 20:30:17,Felix P.,Good
525,525,1,1,Consistently fabulous food at a reasonable price. Always spot when we are in Missoula.,5,2021-06-17 19:28:28,Robin S.,Good
526,526,2,2,"This barely passes as Mexican food. The food is just ""Ok"", but it's way overpriced and tiny portions. We literally left there insulted at having to pay such...",1,2021-07-10 16:35:54,Melissa W.,Bad
527,527,0,0,"Walked in on a Monday at 7:30pm. Got seated, fed, and left by 8:15pm. 

Server was nice and accommodating. 

The food seemed expensive at first but my...",4,2021-10-04 20:07:15,Andee W.,Good
528,528,1,1,"The set up is amazing. However, the entire staff does not know the importance of customer service. The wait at the door for anyone to a acknowledge you is...",2,2021-07-14 19:10:19,Jolynn M.,Bad
529,529,2,2,Lunchtime takeout! After reading mixed reviews I was curious to try this spot. The portions were solid but the price and flavor were just mediocre (Bulgogi...,3,2021-02-09 13:45:13,Brenna C.,Bad
